2.950282751767790979e-02,2.796640547198038854e-02,6.459289204522233874e-02,5.511956787312686373e-02,4.671509015451272978e-02,1.067302136869927587e-01,8.747520779791945200e-02,7.161820788870475185e-02,5.856224774226288093e-02,1.581251525401441704e-01,1.265640284818323746e-01,1.014356732958247853e-01,8.137101047102775209e-02,6.531320525157809087e-02,-2.199625740564174758e-02,7.292239278486232178e-03,1.520359575194594193e-01,3.488768389984132218e-02,3.155029340923850012e-01,5.900565503535579182e-02,1.202405903103069247e-03,-4.460101271906524267e-04,1.406794839197193184e-04,1.074491640859462187e-02,1.015629720301845958e-02,9.059811478202646831e-03,5.669827962834913474e-04,6.804995500530990234e-03
1.900225834795395835e-02,1.705193582071434788e-02,2.403047815928764652e-02,2.023860810366532106e-02,1.700219445594396486e-02,2.319592364869522624e-02,1.907319552874894159e-02,1.567308488678496523e-02,1.287137318503697378e-02,2.028711697111929696e-02,1.645425855066795506e-02,1.334539913895292640e-02,1.082387841498798180e-02,8.778791354690769141e-03,-1.686509286109561315e-02,4.875211225235143858e-03,9.758066189254935296e-02,2.303542536809643007e-02,1.604613693175628297e-01,3.800451669590791670e-02,6.057476443849525716e-03,6.817994277138980999e-03,6.821304040461826854e-03,4.685566135152843814e-02,7.210224703305072314e-02,1.013492230069412414e-01,4.276875636215701944e-03,5.219253922051253491e-02
5.742319017064113906e-02,5.394526881148447445e-02,1.544898237974673127e-01,1.293742942653248185e-01,1.071132240215829229e-01,3.210295796835680449e-01,2.571921754068680066e-01,2.050219707853977447e-01,1.627687852392539491e-01,6.080783161017581095e-01,4.754340812174955855e-01,3.707072801499242676e-01,2.883909214494546625e-01,2.239304105164753311e-01,-5.204456005325672902e-02,1.352788076711649266e-02,2.964847240087663538e-01,6.673337490125735849e-02,6.983425451465418154e-01,1.148463803412823336e-01,1.632939717497639345e-03,-9.777621695747939524e-04,5.165638267685679352e-04,3.041576296558147138e-02,4.725708291125135796e-02,6.679684668533839020e-02,8.341531129453108942e-04,3.346273244449417955e-02
1.055495433400030492e-02,9.475749397358733048e-03,3.283949515184153567e-02,2.594117081743440786e-02,2.048312279249375756e-02,7.937255445426481815e-02,5.981411038589790063e-02,4.515600679919874738e-02,3.415693704224305460e-02,1.737007515492062781e-01,1.279688342614063168e-01,9.441352379326015121e-02,6.976904383622978267e-02,5.164892212267292726e-02,-9.379603852100069569e-03,2.326976302305709676e-03,5.458496391879869014e-02,1.204185074278140907e-02,1.436817925398745088e-01,2.110990866800060289e-02,1.070420572340390064e-02,-4.806079893240364914e-03,1.999741695403761243e-03,3.254901587513750472e-02,1.900122929888834605e-02,-3.740460853691226356e-04,5.193578964422496634e-03,1.122222820011229034e-02
5.078679316408611644e-02,4.688990028945427824e-02,1.226655012162454206e-01,1.020049042731020067e-01,8.408954305721146050e-02,2.272451160276684479e-01,1.815151160919445672e-01,1.444612352571931491e-01,1.146438569690315656e-01,3.819305337790342980e-01,2.983196249773789610e-01,2.325620200407521321e-01,1.810289641285520723e-01,1.407593204970604972e-01,-4.940565007245698026e-02,1.204201982023018341e-02,2.619440652688282412e-01,5.939552817410818919e-02,5.813058208777510671e-01,1.015735863281722190e-01,6.726299945147078477e-03,-4.808406551802054882e-03,3.055817351111525873e-03,5.604168195345823889e-02,1.122482155742862003e-01,2.031518507797118733e-01,3.630029900056896963e-03,1.111869896139284358e-01
1.852899993751328314e-02,1.667871464481709975e-02,5.027180105336995913e-02,4.001454780493414465e-02,3.189597342314254985e-02,1.053221625034125863e-01,7.999100312582235750e-02,6.096648140230989665e-02,4.662810560133851673e-02,2.000354458500417654e-01,1.482999892819669707e-01,1.102761846724937683e-01,8.225677312972257127e-02,6.155275961501518317e-02,-1.751660627533694475e-02,4.220743174339252994e-03,9.567639851559399389e-02,2.140638966205304222e-02,2.302535973121376811e-01,3.705799987502656628e-02,1.122186950333816172e-02,-8.033140181049258297e-03,5.116784266329265154e-03,6.911999015566586135e-02,9.639991562091543287e-02,1.152379243754843019e-01,6.060612483587394031e-03,5.515706239727963256e-02
4.362497140640406168e-02,4.008924466637761586e-02,9.278444180806191821e-02,7.760604723200523192e-02,6.440798526442630123e-02,1.503126670570858470e-01,1.213452823060498786e-01,9.761271686976452644e-02,7.830452589499349580e-02,2.196546854768200441e-01,1.739121086242036984e-01,1.374007042314807359e-01,1.083761168138391573e-01,8.537847964328813821e-02,-4.270695695547439830e-02,1.054482034927047354e-02,2.247578322785961646e-01,5.146838700555729507e-02,4.647725095534378514e-01,8.724994281280812336e-02,1.067462275866156579e-02,-8.430972343312298847e-03,5.917835091634000497e-03,7.985197106475475093e-02,1.847592556168226596e-01,3.847379308476644444e-01,5.996054101797950071e-03,2.599790261081734721e-01
2.475981103745699893e-02,2.238854982845205760e-02,5.838255666050307796e-02,4.708157091127028460e-02,3.801635462221832074e-02,1.059832800151749438e-01,8.174376944382767685e-02,6.327301628990346372e-02,4.914382783509118474e-02,1.745343045531626835e-01,1.314168444319371853e-01,9.928004404975231123e-02,7.525380679303508846e-02,5.723440675019016155e-02,-2.393605023203130081e-02,5.821019780767204554e-03,1.276762805053862360e-01,2.894588425897541908e-02,2.819402049337775829e-01,4.951962207491399787e-02,5.380702766498770932e-03,-4.352286827000289779e-03,3.121739025335818190e-03,9.934419914500675075e-02,1.908153656681880750e-01,3.259000968009889698e-01,3.053116486897403722e-03,1.644545140235078307e-01
3.891276618110802582e-02,3.820899109460785398e-02,7.260570933568874508e-02,6.496246366091910918e-02,5.738606516863257317e-02,1.015241915562670044e-01,8.796151305355263961e-02,7.563489959530765583e-02,6.465506761385544920e-02,1.260110598128941217e-01,1.075066389437083492e-01,9.118209549641934086e-02,7.698426586409301553e-02,6.476625712214940933e-02,-2.991017110595689532e-02,1.018657113688698802e-02,2.002810943962878010e-01,4.675563449563479440e-02,3.755001790094035785e-01,7.782553236221602389e-02,1.194705928141784682e-02,-8.392610883054577378e-03,5.113077678821034699e-03,9.793060516139850957e-02,2.345153629270483875e-01,5.045230215763409909e-01,6.376435813658468468e-03,3.775194580917350384e-01
3.279206394390851709e-02,3.173910319795998636e-02,6.829506463729281829e-02,5.830111455651143526e-02,4.992271010475420046e-02,1.081418389441346772e-01,8.785509607950152400e-02,7.184733129160696119e-02,5.909823212021488720e-02,1.541616014968548443e-01,1.217647891741703431e-01,9.683132121646828572e-02,7.750131058614689872e-02,6.240477844923993100e-02,-2.245032717226368851e-02,8.383532318654005056e-03,1.689177398595909652e-01,3.906676162760316928e-02,3.387271086318618951e-01,6.558412788781703417e-02,-2.965897662547262170e-04,-4.498387048245985724e-04,5.205803693917351697e-04,1.239625429602281281e-01,2.775179012227883546e-01,5.512402090635902807e-01,-2.630589706277487901e-05,3.228823797753173630e-01
